record_id,model,units_sold,make,low_price,high_price,year_month,is_ev,body_type,brand,brand_country,brand_raw,is_ev_raw,energy_label_corrected,avg_price_k_rmb,energy_type,body_type_cn,country_cn,brand_origin,price_band,year,month,quarter,year_month_label
20280,冠道,6143,广汽本田,220.0,332.8,2019-10-01,Gasoline,SUV,Honda,Japan,Honda,Gasoline,False,276.4,燃油,SUV,日本,海外品牌,20–30万元,2019,10,Q4,2019-10
20281,沃尔沃XC60,6043,沃尔沃亚太,373.9,474.9,2019-10-01,Gasoline,SUV,Volvo,Sweden,Volvo,Gasoline,False,424.4,燃油,SUV,瑞典,海外品牌,30万元以上,2019,10,Q4,2019-10
20282,艾瑞泽5,6033,奇瑞汽车,59.9,85.8,2019-10-01,Gasoline,Sedan,Chery,China,Chery,Gasoline,False,72.8,燃油,轿车,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20283,焕驰,5884,起亚,64.9,68.9,2019-10-01,Gasoline,Sedan,Kia,South Korea,Kia,Gasoline,False,66.9,燃油,轿车,韩国,海外品牌,10万元以下,2019,10,Q4,2019-10
20284,英仕派,5869,东风本田,179.9,255.9,2019-10-01,Gasoline,Sedan,Honda,Japan,Honda,Gasoline,False,217.9,燃油,轿车,日本,海外品牌,20–30万元,2019,10,Q4,2019-10
20285,骐达TIIDA,5837,东风日产,99.9,135.9,2019-10-01,Gasoline,Hatchback,Nissan,Japan,Nissan,Gasoline,False,117.9,燃油,两厢车,日本,海外品牌,10–15万元,2019,10,Q4,2019-10
20286,凯迪拉克XT5,5669,通用凯迪拉克,332.7,452.7,2019-10-01,Gasoline,SUV,Cadillac,United States,Cadillac,Gasoline,False,392.7,燃油,SUV,美国,海外品牌,30万元以上,2019,10,Q4,2019-10
20287,福克斯,5601,长安福特,108.8,153.8,2019-10-01,Gasoline,Hatchback,Ford,United States,Ford,Gasoline,False,131.3,燃油,两厢车,美国,海外品牌,10–15万元,2019,10,Q4,2019-10
20288,长安欧尚X70A,5531,长安汽车,59.9,74.9,2019-10-01,Gasoline,SUV,Changan,China,Changan,Gasoline,False,67.4,燃油,SUV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20289,享域,5506,东风本田,99.8,169.9,2019-10-01,Gasoline,Sedan,Honda,Japan,Honda,Gasoline,False,134.8,燃油,轿车,日本,海外品牌,10–15万元,2019,10,Q4,2019-10
20290,菱智,5455,东风风行,59.9,99.9,2019-10-01,Gasoline,MPV,Dongfeng Fengxing,China,Dongfeng Fengxing,Gasoline,False,79.9,燃油,MPV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20291,风光S560,5420,东风小康,65.9,79.9,2019-10-01,Gasoline,SUV,Dongfeng Xiaokang,China,Dongfeng Xiaokang,Gasoline,False,72.9,燃油,SUV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20292,名爵6,5416,上汽名爵,103.8,139.8,2019-10-01,Gasoline,Hatchback,MG,China,MG,Gasoline,False,121.8,燃油,两厢车,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20293,WEY VV6,5275,长城汽车,148.0,175.0,2019-10-01,Gasoline,Unknown,Great Wall,China,Great Wall,Gasoline,False,161.5,燃油,未知,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20294,奔腾X40,5259,一汽奔腾,0.0,0.0,2019-10-01,Gasoline,SUV,Bestune,China,Bestune,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20295,启辰D60,5250,东风启辰,69.8,140.8,2019-10-01,Gasoline,Sedan,Venucia,China,Venucia,Gasoline,False,105.3,燃油,轿车,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20296,红旗H5经典,5241,一汽红旗,145.8,190.8,2019-10-01,Gasoline,Unknown,Hongqi,China,Hongqi,Gasoline,False,168.3,燃油,未知,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20297,艾瑞泽GX,5165,奇瑞汽车,85.9,129.8,2019-10-01,Gasoline,Sedan,Chery,China,Chery,Gasoline,False,107.8,燃油,轿车,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20298,柯米克,5143,上汽斯柯达,111.9,119.9,2019-10-01,Gasoline,SUV,Skoda,Czech Republic,Skoda,Gasoline,False,115.9,燃油,SUV,捷克,海外品牌,10–15万元,2019,10,Q4,2019-10
20299,哈弗H2,5059,长城汽车,0.0,0.0,2019-10-01,Gasoline,SUV,Great Wall,China,Great Wall,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20300,悦纳,5009,北京现代,72.8,96.8,2019-10-01,Gasoline,Sedan,Hyundai,South Korea,Hyundai,Gasoline,False,84.8,燃油,轿车,韩国,海外品牌,10万元以下,2019,10,Q4,2019-10
20301,探界者,4969,上汽通用雪佛兰,169.9,239.9,2019-10-01,Gasoline,SUV,Chevrolet,United States,Chevrolet,Gasoline,False,204.9,燃油,SUV,美国,海外品牌,20–30万元,2019,10,Q4,2019-10
20302,逸动,4923,长安汽车,72.9,103.9,2019-10-01,Gasoline,Hatchback,Changan,China,Changan,Gasoline,False,88.4,燃油,两厢车,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20303,瑞纳,4824,北京现代,0.0,0.0,2019-10-01,Gasoline,Hatchback,Hyundai,South Korea,Hyundai,Gasoline,False,,燃油,两厢车,韩国,海外品牌,价格缺失,2019,10,Q4,2019-10
20304,艾力绅,4798,东风本田,279.8,331.8,2019-10-01,Gasoline,MPV,Honda,Japan,Honda,Gasoline,False,305.8,燃油,MPV,日本,海外品牌,30万元以上,2019,10,Q4,2019-10
20305,Polo,4742,上汽大众,90.9,124.9,2019-10-01,Gasoline,Hatchback,Volkswagen,Germany,Volkswagen,Gasoline,False,107.9,燃油,两厢车,德国,海外品牌,10–15万元,2019,10,Q4,2019-10
20306,阿特兹,4692,长安马自达,175.8,239.8,2019-10-01,Gasoline,Sedan,Mazda,Japan,Mazda,Gasoline,False,207.8,燃油,轿车,日本,海外品牌,20–30万元,2019,10,Q4,2019-10
20307,宝马1系,4646,华晨宝马,205.8,246.8,2019-10-01,Gasoline,Sedan,BMW,Germany,BMW,Gasoline,False,226.3,燃油,轿车,德国,海外品牌,20–30万元,2019,10,Q4,2019-10
20308,名图,4641,北京现代,133.8,168.8,2019-10-01,Gasoline,Sedan,Hyundai,South Korea,Hyundai,Gasoline,False,151.3,燃油,轿车,韩国,海外品牌,15–20万元,2019,10,Q4,2019-10
20309,宝骏E100,4636,上汽通用五菱,49.8,54.8,2019-10-01,EV,Hatchback,Wuling Motors,China,Wuling Motors,EV,False,52.3,新能源,两厢车,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20310,昕锐,4619,上汽斯柯达,99.9,99.9,2019-10-01,Gasoline,Sedan,Skoda,Czech Republic,Skoda,Gasoline,False,99.9,燃油,轿车,捷克,海外品牌,10万元以下,2019,10,Q4,2019-10
20311,领克01,4608,领克,179.8,206.8,2019-10-01,Gasoline,SUV,Lynk & Co,China,Lynk & Co,Gasoline,False,193.3,燃油,SUV,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20312,海狮X30L,4524,华晨鑫源,47.9,59.8,2019-10-01,Gasoline,Unknown,SRM Xinyuan,China,SRM Xinyuan,Gasoline,False,53.8,燃油,未知,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20313,比亚迪F3,4472,比亚迪,0.0,0.0,2019-10-01,Gasoline,Sedan,BYD,China,BYD,Gasoline,False,,燃油,轿车,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20314,途胜,4466,北京现代,161.8,225.8,2019-10-01,Gasoline,SUV,Hyundai,South Korea,Hyundai,Gasoline,False,193.8,燃油,SUV,韩国,海外品牌,15–20万元,2019,10,Q4,2019-10
20315,奥迪Q2L,4461,一汽-大众奥迪,228.8,268.8,2019-10-01,Gasoline,SUV,Audi,Germany,Audi,Gasoline,False,248.8,燃油,SUV,德国,海外品牌,20–30万元,2019,10,Q4,2019-10
20316,科沃兹,4456,上汽通用雪佛兰,83.9,99.9,2019-10-01,Gasoline,Sedan,Chevrolet,United States,Chevrolet,Gasoline,False,91.9,燃油,轿车,美国,海外品牌,10万元以下,2019,10,Q4,2019-10
20317,领界,4427,江铃福特,109.8,164.8,2019-10-01,Gasoline,SUV,Ford,United States,Ford,Gasoline,False,137.3,燃油,SUV,美国,海外品牌,10–15万元,2019,10,Q4,2019-10
20318,比速M3,4394,比速汽车,0.0,0.0,2019-10-01,Gasoline,MPV,Bisu,China,Bisu,Gasoline,False,,燃油,MPV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20319,绅宝X35,4386,BEIJING汽车,0.0,0.0,2019-10-01,Gasoline,SUV,Beijing Auto,China,Beijing Auto,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20320,起亚K3,4371,起亚,109.8,131.8,2019-10-01,Gasoline,Sedan,Kia,South Korea,Kia,Gasoline,False,120.8,燃油,轿车,韩国,海外品牌,10–15万元,2019,10,Q4,2019-10
20321,红旗HS5,4361,一汽红旗,183.8,249.8,2019-10-01,Gasoline,SUV,Hongqi,China,Hongqi,Gasoline,False,216.8,燃油,SUV,中国,中国品牌,20–30万元,2019,10,Q4,2019-10
20322,宝骏RS-3,4344,上汽通用五菱,63.8,98.8,2019-10-01,Gasoline,SUV,Wuling Motors,China,Wuling Motors,Gasoline,False,81.3,燃油,SUV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20323,宝骏360,4246,上汽通用五菱,59.8,80.8,2019-10-01,Gasoline,MPV,Wuling Motors,China,Wuling Motors,Gasoline,False,70.3,燃油,MPV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20324,AION S,4217,广汽埃安,139.8,179.8,2019-10-01,EV,Sedan,GAC Aion,China,GAC Aion,Gasoline,True,159.8,新能源,轿车,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20325,飞度,4212,广汽本田,81.8,108.8,2019-10-01,Gasoline,Hatchback,Honda,Japan,Honda,Gasoline,False,95.3,燃油,两厢车,日本,海外品牌,10万元以下,2019,10,Q4,2019-10
20326,瑞虎3,4195,奇瑞汽车,59.9,80.9,2019-10-01,Gasoline,SUV,Chery,China,Chery,Gasoline,False,70.4,燃油,SUV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20327,哈弗H4,4191,长城汽车,0.0,0.0,2019-10-01,Gasoline,SUV,Great Wall,China,Great Wall,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20328,凯迪拉克XT4,3991,通用凯迪拉克,261.7,354.7,2019-10-01,Gasoline,SUV,Cadillac,United States,Cadillac,Gasoline,False,308.2,燃油,SUV,美国,海外品牌,30万元以上,2019,10,Q4,2019-10
20329,帝豪GL,3874,吉利汽车,84.8,115.8,2019-10-01,Gasoline,Sedan,Geely Automobile,China,Geely Automobile,Gasoline,False,100.3,燃油,轿车,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20330,劲客,3802,东风日产,119.8,137.8,2019-10-01,Gasoline,SUV,Nissan,Japan,Nissan,Gasoline,False,128.8,燃油,SUV,日本,海外品牌,10–15万元,2019,10,Q4,2019-10
20331,传祺GA8,3777,广汽乘用车,156.8,226.8,2019-10-01,Gasoline,Sedan,GAC Group,China,GAC Group,Gasoline,False,191.8,燃油,轿车,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20332,传祺GS8,3766,广汽乘用车,186.8,269.8,2019-10-01,Gasoline,SUV,GAC Group,China,GAC Group,Gasoline,False,228.3,燃油,SUV,中国,中国品牌,20–30万元,2019,10,Q4,2019-10
20333,秦Pro,3761,比亚迪,79.8,99.8,2019-10-01,Gasoline,Sedan,BYD,China,BYD,Gasoline,False,89.8,燃油,轿车,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20334,柯迪亚克,3760,上汽斯柯达,186.9,243.9,2019-10-01,Gasoline,SUV,Skoda,Czech Republic,Skoda,Gasoline,False,215.4,燃油,SUV,捷克,海外品牌,20–30万元,2019,10,Q4,2019-10
20335,传祺GS5 Super,3723,广汽乘用车,0.0,0.0,2019-10-01,Gasoline,SUV,GAC Group,China,GAC Group,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20336,奥德赛,3720,广汽本田,235.8,439.8,2019-10-01,Gasoline,MPV,Honda,Japan,Honda,Gasoline,False,337.8,燃油,MPV,日本,海外品牌,30万元以上,2019,10,Q4,2019-10
20337,威驰,3716,一汽丰田,73.8,94.8,2019-10-01,Gasoline,Sedan,Toyota,Japan,Toyota,Gasoline,False,84.3,燃油,轿车,日本,海外品牌,10万元以下,2019,10,Q4,2019-10
20338,奕泽IZOA,3617,一汽丰田,145.8,189.8,2019-10-01,Gasoline,SUV,Toyota,Japan,Toyota,Gasoline,False,167.8,燃油,SUV,日本,海外品牌,15–20万元,2019,10,Q4,2019-10
20339,蓝鸟,3612,东风日产,125.9,133.9,2019-10-01,Gasoline,Sedan,Nissan,Japan,Nissan,Gasoline,False,129.9,燃油,轿车,日本,海外品牌,10–15万元,2019,10,Q4,2019-10
20340,观致5,3528,观致汽车,0.0,0.0,2019-10-01,Gasoline,SUV,Qoros,China,Qoros,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20341,锋范,3518,广汽本田,0.0,0.0,2019-10-01,Gasoline,Sedan,Honda,Japan,Honda,Gasoline,False,,燃油,轿车,日本,海外品牌,价格缺失,2019,10,Q4,2019-10
20342,荣威RX3,3438,上汽集团,75.8,96.8,2019-10-01,Gasoline,SUV,SAIC Group,China,SAIC Group,Gasoline,False,86.3,燃油,SUV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20343,唐,3433,比亚迪,165.8,165.8,2019-10-01,Gasoline,SUV,BYD,China,BYD,Gasoline,False,165.8,燃油,SUV,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20344,柯珞克,3388,上汽斯柯达,149.9,158.9,2019-10-01,Gasoline,SUV,Skoda,Czech Republic,Skoda,Gasoline,False,154.4,燃油,SUV,捷克,海外品牌,15–20万元,2019,10,Q4,2019-10
20345,奔腾T77,3385,一汽奔腾,105.8,141.8,2019-10-01,Gasoline,SUV,Bestune,China,Bestune,Gasoline,False,123.8,燃油,SUV,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20346,君越,3305,上汽通用别克,219.8,289.8,2019-10-01,Gasoline,Sedan,Buick,United States,Buick,Gasoline,False,254.8,燃油,轿车,美国,海外品牌,20–30万元,2019,10,Q4,2019-10
20347,逸动DT,3284,长安汽车,57.9,73.9,2019-10-01,Gasoline,Sedan,Changan,China,Changan,Gasoline,False,65.9,燃油,轿车,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20348,星越,3283,吉利汽车,135.8,195.8,2019-10-01,Gasoline,SUV,Geely Automobile,China,Geely Automobile,Gasoline,False,165.8,燃油,SUV,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20349,上汽大通MAXUS G10,3246,上汽大通,117.8,190.8,2019-10-01,Gasoline,Unknown,SAIC Maxus,China,SAIC Maxus,Gasoline,False,154.3,燃油,未知,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20350,宝骏RC-6,3241,上汽通用五菱,84.8,123.8,2019-10-01,Gasoline,Hatchback,Wuling Motors,China,Wuling Motors,Gasoline,False,104.3,燃油,两厢车,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20351,荣威i6,3241,上汽集团,89.8,112.8,2019-10-01,Gasoline,Sedan,SAIC Group,China,SAIC Group,Gasoline,False,101.3,燃油,轿车,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20352,奕跑,3229,起亚,69.8,83.8,2019-10-01,Gasoline,SUV,Kia,South Korea,Kia,Gasoline,False,76.8,燃油,SUV,韩国,海外品牌,10万元以下,2019,10,Q4,2019-10
20353,传祺M6,3228,广汽乘用车,109.8,159.8,2019-10-01,Gasoline,MPV,GAC Group,China,GAC Group,Gasoline,False,134.8,燃油,MPV,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20354,创酷,3181,上汽通用雪佛兰,109.9,128.9,2019-10-01,Gasoline,SUV,Chevrolet,United States,Chevrolet,Gasoline,False,119.4,燃油,SUV,美国,海外品牌,10–15万元,2019,10,Q4,2019-10
20355,YARiS L 致享,3142,广汽丰田,87.8,93.8,2019-10-01,Gasoline,Sedan,Toyota,Japan,Toyota,Gasoline,False,90.8,燃油,轿车,日本,海外品牌,10万元以下,2019,10,Q4,2019-10
20356,奔驰GLA,3100,北京奔驰,283.9,344.8,2019-10-01,Gasoline,SUV,Mercedes-Benz,Germany,Mercedes-Benz,Gasoline,False,314.4,燃油,SUV,德国,海外品牌,30万元以上,2019,10,Q4,2019-10
20357,锐界,3098,长安福特,229.8,309.8,2019-10-01,Gasoline,SUV,Ford,United States,Ford,Gasoline,False,269.8,燃油,SUV,美国,海外品牌,20–30万元,2019,10,Q4,2019-10
20358,众泰T300,3095,众泰汽车,0.0,0.0,2019-10-01,Gasoline,Sports Car,Zotye,China,Zotye,Gasoline,False,,燃油,跑车,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20359,元新能源,3072,比亚迪,0.0,0.0,2019-10-01,EV,SUV,BYD,China,BYD,EV,False,,新能源,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20360,WEY VV5,3070,长城汽车,125.8,147.8,2019-10-01,Gasoline,Unknown,Great Wall,China,Great Wall,Gasoline,False,136.8,燃油,未知,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20361,沃尔沃S90,3039,沃尔沃亚太,406.9,505.9,2019-10-01,Gasoline,Sedan,Volvo,Sweden,Volvo,Gasoline,False,456.4,燃油,轿车,瑞典,海外品牌,30万元以上,2019,10,Q4,2019-10
20362,沃兰多,2956,上汽通用雪佛兰,136.9,159.9,2019-10-01,Gasoline,Hatchback,Chevrolet,United States,Chevrolet,Gasoline,False,148.4,燃油,两厢车,美国,海外品牌,10–15万元,2019,10,Q4,2019-10
20363,嘉际,2900,吉利汽车,119.8,142.8,2019-10-01,Gasoline,MPV,Geely Automobile,China,Geely Automobile,Gasoline,False,131.3,燃油,MPV,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20364,小海狮X30,2886,华晨鑫源,33.9,51.9,2019-10-01,Gasoline,Unknown,SRM Xinyuan,China,SRM Xinyuan,Gasoline,False,42.9,燃油,未知,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20365,马自达CX-4,2870,长安马自达,148.8,215.8,2019-10-01,Gasoline,SUV,Mazda,Japan,Mazda,Gasoline,False,182.3,燃油,SUV,日本,海外品牌,15–20万元,2019,10,Q4,2019-10
20366,睿骋CC,2832,长安汽车,0.0,0.0,2019-10-01,Gasoline,Sedan,Changan,China,Changan,Gasoline,False,,燃油,轿车,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20367,宝马5系新能源,2764,华晨宝马,499.9,536.9,2019-10-01,EV,Sedan,BMW,Germany,BMW,EV,False,518.4,新能源,轿车,德国,海外品牌,30万元以上,2019,10,Q4,2019-10
20368,速派,2749,上汽斯柯达,169.9,194.9,2019-10-01,Gasoline,Hatchback,Skoda,Czech Republic,Skoda,Gasoline,False,182.4,燃油,两厢车,捷克,海外品牌,15–20万元,2019,10,Q4,2019-10
20369,宝骏310,2724,上汽通用五菱,40.9,52.9,2019-10-01,Gasoline,Hatchback,Wuling Motors,China,Wuling Motors,Gasoline,False,46.9,燃油,两厢车,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20370,SWM斯威G01,2683,SWM斯威汽车,79.9,269.8,2019-10-01,Gasoline,SUV,SWM Motors,China,SWM Motors,Gasoline,False,174.9,燃油,SUV,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20371,凯迪拉克CT6,2664,通用凯迪拉克,399.7,489.7,2019-10-01,Gasoline,Sedan,Cadillac,United States,Cadillac,Gasoline,False,444.7,燃油,轿车,美国,海外品牌,30万元以上,2019,10,Q4,2019-10
20372,上汽大通MAXUS G50,2663,上汽大通,87.8,165.8,2019-10-01,Gasoline,Unknown,SAIC Maxus,China,SAIC Maxus,Gasoline,False,126.8,燃油,未知,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20373,普拉多,2658,一汽丰田,0.0,0.0,2019-10-01,Gasoline,SUV,Toyota,Japan,Toyota,Gasoline,False,,燃油,SUV,日本,海外品牌,价格缺失,2019,10,Q4,2019-10
20374,众泰T600,2555,众泰汽车,0.0,0.0,2019-10-01,Gasoline,SUV,Zotye,China,Zotye,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20375,名爵EZS纯电动,2549,上汽名爵,119.8,149.8,2019-10-01,EV,SUV,MG,China,MG,EV,False,134.8,新能源,SUV,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20376,东风风神AX7,2544,东风乘用车,95.9,129.9,2019-10-01,Gasoline,SUV,Dongfeng,China,Dongfeng,Gasoline,False,112.9,燃油,SUV,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20377,奕歌,2511,广汽三菱,129.8,185.8,2019-10-01,Gasoline,SUV,Mitsubishi Motors,Japan,Mitsubishi Motors,Gasoline,False,157.8,燃油,SUV,日本,海外品牌,15–20万元,2019,10,Q4,2019-10
20378,东风小康K07II,2510,东风小康,0.0,0.0,2019-10-01,Gasoline,Unknown,Dongfeng Xiaokang,China,Dongfeng Xiaokang,Gasoline,False,,燃油,未知,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20379,哈弗F5,2470,长城汽车,0.0,0.0,2019-10-01,Gasoline,SUV,Great Wall,China,Great Wall,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20380,指南者,2466,广汽菲克Jeep,0.0,0.0,2019-10-01,Gasoline,SUV,Jeep,United States,Jeep,Gasoline,False,,燃油,SUV,美国,海外品牌,价格缺失,2019,10,Q4,2019-10
20381,长安CS85 COUPE,2457,长安汽车,119.9,164.9,2019-10-01,Gasoline,SUV,Changan,China,Changan,Gasoline,False,142.4,燃油,SUV,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20382,瑞风M3,2444,江淮汽车,65.8,94.8,2019-10-01,Gasoline,MPV,JAC Motors,China,JAC Motors,Gasoline,False,80.3,燃油,MPV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20383,奇瑞eQ,2414,奇瑞新能源,159.9,171.9,2019-10-01,EV,Hatchback,Chery,China,Chery,EV,False,165.9,新能源,两厢车,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20384,传祺GA6,2391,广汽乘用车,108.8,168.8,2019-10-01,Gasoline,Sedan,GAC Group,China,GAC Group,Gasoline,False,138.8,燃油,轿车,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20385,别克GL6,2370,上汽通用别克,149.9,169.9,2019-10-01,Gasoline,MPV,Buick,United States,Buick,Gasoline,False,159.9,燃油,MPV,美国,海外品牌,15–20万元,2019,10,Q4,2019-10
20386,欧诺S,2369,长安凯程,46.9,54.4,2019-10-01,Gasoline,MPV,Changan KaiCheng,China,Changan KaiCheng,Gasoline,False,50.6,燃油,MPV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20387,马自达CX-5,2338,长安马自达,175.8,245.8,2019-10-01,Gasoline,SUV,Mazda,Japan,Mazda,Gasoline,False,210.8,燃油,SUV,日本,海外品牌,20–30万元,2019,10,Q4,2019-10
20388,传祺M8,2299,广汽乘用车,179.8,369.8,2019-10-01,Gasoline,MPV,GAC Group,China,GAC Group,Gasoline,False,274.8,燃油,MPV,中国,中国品牌,20–30万元,2019,10,Q4,2019-10
20389,北京BJ40,2288,北京越野,159.8,272.9,2019-10-01,Gasoline,SUV,Beijing,China,Beijing,Gasoline,False,216.4,燃油,SUV,中国,中国品牌,20–30万元,2019,10,Q4,2019-10
20390,众泰T700,2279,众泰汽车,0.0,0.0,2019-10-01,Gasoline,SUV,Zotye,China,Zotye,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20391,启辰T60,2158,东风启辰,86.8,112.8,2019-10-01,Gasoline,SUV,Venucia,China,Venucia,Gasoline,False,99.8,燃油,SUV,中国,中国品牌,10万元以下,2019,10,Q4,2019-10
20392,比亚迪e2,2151,比亚迪,95.8,145.8,2019-10-01,EV,Hatchback,BYD,China,BYD,EV,False,120.8,新能源,两厢车,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20393,领克02,2119,领克,139.8,165.8,2019-10-01,Gasoline,SUV,Lynk & Co,China,Lynk & Co,Gasoline,False,152.8,燃油,SUV,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20394,昂科拉GX,2111,上汽通用别克,155.9,185.9,2019-10-01,Gasoline,SUV,Buick,United States,Buick,Gasoline,False,170.9,燃油,SUV,美国,海外品牌,15–20万元,2019,10,Q4,2019-10
20395,英菲尼迪QX50,2103,东风英菲尼迪,333.8,469.8,2019-10-01,Gasoline,SUV,Infiniti,Japan,Infiniti,Gasoline,False,401.8,燃油,SUV,日本,海外品牌,30万元以上,2019,10,Q4,2019-10
20396,远景S1,2064,吉利汽车,0.0,0.0,2019-10-01,Gasoline,SUV,Geely Automobile,China,Geely Automobile,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
20397,新宝骏RS-5,2057,上汽通用五菱,97.8,135.8,2019-10-01,Gasoline,Unknown,Wuling Motors,China,Wuling Motors,Gasoline,False,116.8,燃油,未知,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20398,宝沃BX5,2056,宝沃汽车,129.8,155.8,2019-10-01,Gasoline,SUV,Borgward,Germany,Borgward,Gasoline,False,142.8,燃油,SUV,德国,海外品牌,10–15万元,2019,10,Q4,2019-10
20399,星途TX,2039,星途,129.9,149.9,2019-10-01,Gasoline,SUV,Exeed,China,Exeed,Gasoline,False,139.9,燃油,SUV,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20400,发现神行,2035,奇瑞捷豹路虎,0.0,0.0,2019-10-01,Gasoline,SUV,Jaguar,United Kingdom,Jaguar,Gasoline,False,,燃油,SUV,英国,海外品牌,价格缺失,2019,10,Q4,2019-10
20401,WEY VV7,2019,长城汽车,169.8,192.8,2019-10-01,Gasoline,Unknown,Great Wall,China,Great Wall,Gasoline,False,181.3,燃油,未知,中国,中国品牌,15–20万元,2019,10,Q4,2019-10
20402,唐新能源,2016,比亚迪,205.8,339.8,2019-10-01,EV,SUV,BYD,China,BYD,EV,False,272.8,新能源,SUV,中国,中国品牌,20–30万元,2019,10,Q4,2019-10
20403,捷途X90,2005,奇瑞汽车,89.9,172.9,2019-10-01,Gasoline,SUV,Chery,China,Chery,Gasoline,False,131.4,燃油,SUV,中国,中国品牌,10–15万元,2019,10,Q4,2019-10
20404,本田UR-V,1926,东风本田,246.8,329.8,2019-10-01,Gasoline,SUV,Honda,Japan,Honda,Gasoline,False,288.3,燃油,SUV,日本,海外品牌,20–30万元,2019,10,Q4,2019-10
20405,楼兰,1914,东风日产,238.8,283.8,2019-10-01,Gasoline,SUV,Nissan,Japan,Nissan,Gasoline,False,261.3,燃油,SUV,日本,海外品牌,20–30万元,2019,10,Q4,2019-10
20406,RAV4荣放,1913,一汽丰田,175.8,260.8,2019-10-01,Gasoline,SUV,Toyota,Japan,Toyota,Gasoline,False,218.3,燃油,SUV,日本,海外品牌,20–30万元,2019,10,Q4,2019-10
20407,中华V3,1912,华晨中华,0.0,0.0,2019-10-01,Gasoline,SUV,Zhonghua,China,Zhonghua,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2019,10,Q4,2019-10
